JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456320.281,8.4,,,Vis.,TOO,,,,39.03,B15X70,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456320.282,8.4,,,Vis.,TLA,,,,SPA,B70x16,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456320.288,8.3,,,Vis.,SJDA,,,,39.03,B20x80,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456320.52689,8.277,0.003,,V,MZK,,ENSEMBLE,136,10525DS,,0,1.659,V,,13.620,,OMI CET,AAVSO,STD,,,,
2456322.00486,8.3,,,Vis.,SANG,,8.1,8.4,5816uz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456322.94097,8.5,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456323.258,9.3,,,Vis.,DRCA,,,,039.03,R200,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456323.30,8.8,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456323.3042,8.4,,,Vis.,LCR,,80,"""86,88""",AAVSO STANDARD,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456323.342,<8.1,,,Vis.,GMQA,,,,39.03,High cloud; B11x80,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456323.9340,8.5,,,Vis.,SSU,,NA,,NA,,,,V,,,,OMI CET,,STD,,,,
2456325.5,8.6,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456325.59444,8.0,,,Vis.,TBRA,K,7.3,9.0,Starry Night,,,,V,,,,MIRA,AAVSO,STD,,,,
2456325.882,8.9,,,Vis.,ONOB,,90,,1428BYF,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456325.97500,8.5,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456326.328,<8.1,,,Vis.,GMQA,,,,39.03,B11x80,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456326.344,<7.2,,,Vis.,FNAA,,,,039.03,L C; B10x50,,,V,,,,OMICRON CET,,STD,,,,BAAVSS
2456326.351,8.6,,,Vis.,TOO,,,,39.03,B15X70,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456326.93125,8.6,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456326.95625,8.6,,,Vis.,SANG,,8.4,9.0,5816uz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456327.22,8.5,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456327.31,8.7,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456328.3229,8.7,,,Vis.,LCR,,81,"""90,93""",AAVSO STANDARD,,,,V,,,,omi Cet,AASABADELL,STD,,,,
2456328.375,9.0,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456328.92292,8.6,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456329.92222,8.6,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456330.2639,8.5,,,Vis.,KTHA,K,NA,,TYCHO2,,,,V,,,,OMI CET,SAAF,STD,,,,
2456330.306,8.7,,,Vis.,MTON,,,,39.02,HV; 11x80B,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456330.319,8.6,,,Vis.,TLA,,,,SPA,B70x16,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456330.335,8.3,,,Vis.,SJDA,,,,39.03,B20x80,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456330.382,<8.1,,,Vis.,GMQA,,,,39.03,"""L, W just seen; B11x80""",,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456330.5,8.7,,,Vis.,BRJ,,81,90,1026cgw,,,,V,,,,omi Cet,AAVSO,STD,,,,
2456330.92153,8.4,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456331.25,8.7,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456331.34,8.5,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456332.2326,8.6,,,Vis.,KTHA,K,NA,,TYCHO2,,,,V,,,,OMI CET,SAAF,STD,,,,
2456332.52083,8.8,,,Vis.,CLQ,,8.1,9.0,10539KQD,"8"" f6 newtonian",,,V,,,,OMI CET,AAVSO,STD,,,,
2456332.92083,8.7,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456333.2875,8.8,,,Vis.,LCR,,81,"""90,93""",AAVSO STANDARD,,,,V,,,,omi Cet,AASABADELL,STD,,,,
2456333.887,8.9,,,Vis.,ONOB,,90,,1428BYF,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456333.99167,8.6,,,Vis.,SANG,,8.4,9.0,5816uz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456334.333,9.0,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456334.33333,8.8,,,Vis.,AJV,,84,91,aavso standard,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456334.5,8.6,,,Vis.,SHS,,80,88,sa1996,,,,V,,,,omi Cet,AAVSO,STD,,,,
2456334.55208,9.1,,,Vis.,STI,,84,94,1052bkm,,,,V,,,,omi Cet,AAVSO,STD,,,,
2456335.3,8.9,,,Vis.,VED,,NA,,NA,,,,V,,,,OMI CET,AFOEV,STD,,,,
2456335.59200,9.394,0.003,,B,SRIC,,ENSEMBLE,93,10476OJ,,0,1.740,V,,10.906,,OMI CET,AAVSO,STD,,,,
2456335.59270,8.703,0.063,,V,SRIC,,ENSEMBLE,93,10476OJ,,0,1.746,V,,9.320,,OMI CET,AAVSO,STD,,,,
2456335.6,9.0,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456336.55556,3.016,,,I,CQJ,,000-BBD-597,,8522ED,,1,,V,6.994,,,OMI CET,AAVSO,STD,,,,
2456336.56042,8.639,,,V,CQJ,,000-BBD-574,000-BBD-551,8522ED," 	The check star is actually a 2nd comp star. ",1,,V,5.540,5.930,,OMI CET,AAVSO,STD,,,,
2456336.56042,10.07,,,B,CQJ,,000-BBD-574,000-BBD-551,8522ED," 	The check star is actually a 2nd comp star. ",1,,V,6.110,6.900,,OMI CET,AAVSO,STD,,,,
2456336.92222,8.7,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456337.2792,8.7,,,Vis.,BVE,,80,88,070925,,,,V,,,,OMI CET,KNVWS,STD,,,,
2456337.292,9.2,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456337.52060,10.029,0.026,,B,SAH,,ENSEMBLE,,6076COI,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456337.52315,8.721,0.012,,V,SAH,,ENSEMBLE,,6076COI,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456338.288,9.4,,,Vis.,DRCA,,,,039.03,R200,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456338.312,9.2,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456339.91667,8.7,,,Vis.,MTH,,8.4,9.0,1036iz,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456340.25,9.2,,,Vis.,HDH,,90,93,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456340.318,<7.2,,,Vis.,GMQA,,,,39.03,"""L, M; B11x80""",,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456340.37847,8.8,,,Vis.,AJV,,84,90,aavso standard,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456340.52422,2.834,0.012,,I,SAH,,ENSEMBLE,,1827OM,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456340.52781,5.825,0.048,,R,SAH,,ENSEMBLE,,1827OM,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456340.59487,8.907,0.052,,V,PWD,,ENSEMBLE,93,10654YO,,0,1.877,V,,9.405,,OMI CET,,STD,,,,
2456341.5,8.9,,,Vis.,LZT,BSU,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456342.5,9.0,,,Vis.,BRJ,,84,90,1026cgw,,,,V,,,,omi Cet,AAVSO,STD,,,,
2456343.2396,8.9,,,Vis.,KTHA,K,NA,,TYCHO2,,,,V,,,,OMI CET,SAAF,STD,,,,
2456343.29,9.0,,,Vis.,TOO,,,,39.03,B15X70,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456344.23,8.8,,,Vis.,PPS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456345.2861,8.8,,,Vis.,LCR,,81,"""90,93""",AAVSO STANDARD,,,,V,,,,omi Cet,AASABADELL,STD,,,,
2456345.5,9.1,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456346.900,8.8,,,Vis.,ONOB,,90,,1428BYF,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456350.2944,8.8,,,Vis.,LCR,,81,"""90,93""",AAVSO STANDARD,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456352.25,8.6,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456352.314,9.1,,,Vis.,TOO,,,,39.03,SCT200,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456353.2639,9.2,,,Vis.,KTHA,K,NA,,TYCHO2,,,,V,,,,OMI CET,SAAF,STD,,,,
2456353.919,8.7,,,Vis.,ONOB,,90,,1428BYF,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456354.24,9.2,,,Vis.,BFO,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456354.24,9.2,,,Vis.,HDH,,90,93,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456355.2,8.8,,,Vis.,EJO,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456355.2570,9.1,,,Vis.,CSM,,000,,99999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456355.271,10.0,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456356.23,8.7,,,Vis.,PPS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456356.26,8.6,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456356.271,10.0,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456356.5,9.1,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456357.250,10.0,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456357.30000,9.1,,,Vis.,KOS,,9.0,9.4,1115ewq,,,,V,,,,OMI CET,MCSE,STD,,,,
2456357.52083,9.2,,,Vis.,STI,,90,94,1052bkm,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456360.917,8.9,,,Vis.,ONOB,,90,,1428BYF,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456361.3,9.2,,,Vis.,VED,,NA,,NA,,,,V,,,,OMI CET,AFOEV,STD,,,,
2456363.321,9.2,,,Vis.,TOO,,,,039.03,B15X70,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456364.292,10.0,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456366.5,9.2,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456446.8715,4.8,,,Vis.,AAX,KZ,46,48,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456448.8653,4.8,,,Vis.,AAX,K,46,48,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456449.8694,4.5,,,Vis.,AAX,K,39,46,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456454.8785,3.9,,,Vis.,AAX,K,39,46,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456464.9,3.6,,,Vis.,LZT,BKLU,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456465.8472,3.3,,,Vis.,AAX,K,30,35,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456477.9,3.2,,,Vis.,LZT,B,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456478.8854,3.3,,,Vis.,AAX,K,29,36,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456480.8,2.6,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456484.493,3.3,,,Vis.,MZS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456484.8174,3.0,,,Vis.,AAX,K,29,36,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456485.3528,3.3,,,Vis.,BJFA,,35 ,41,5659qgd,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456485.54,3.1,,,Vis.,BFO,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456485.82361,3.6,,,Vis.,MDP,,35,41,3168dkn,,,,V,,,,OMI CET,RASC,STD,,,,
2456486.549,3.9,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456486.9,3.3,,,Vis.,LZT,B,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456489.8,2.9,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456490.7299,3.0,,,Vis.,AAX,K,20,29,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456490.86111,3.5,,,Vis.,KRB,,35,41,8732AVR,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456491.57,3.7,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456491.7917,3.1,,,Vis.,KSP,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456493.57,3.1,,,Vis.,BFO,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456493.588,3.9,,,Vis.,DRCA,,,,039.03,B50x10,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456493.59,3.2,,,Vis.,HDH,,25,35,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456493.6,3.3,,,Vis.,VED,,NA,,NA,,,,V,,,,OMI CET,AFOEV,STD,,,,
2456494.549,3.3,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456494.56,3.7,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456494.6,3.1,,,Vis.,SUS,,25,36,960101,,,,V,,,,OMI CET,BAV,STD,,,,
2456497.28125,3.0,,,Vis.,CQS,,25,35,12409AER,,,,V,,,,OMI CET,,STD,,,,
2456497.8424,3.1,,,Vis.,AAX,BK,29,36,ATLAS,MOON BSC,,,V,,,,OMI CET,REA,STD,,,,
2456497.9,3.4,,,Vis.,LZT,B,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456499.565,3.6,,,Vis.,TOO,,,,39.03,B7X50,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456499.5813,3.4,,,Vis.,LCR,,25,"""36,38""",AAVSO STANDARD,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456499.8,3.3,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456499.81528,3.2,,,Vis.,MDP,B,25,35,3168dkn,,,,V,,,,OMI CET,RASC,STD,,,,
2456500.6,3.3,,,Vis.,SUS,,25,36,960101,,,,V,,,,OMI CET,BAV,STD,,,,
2456500.8826,3.2,,,Vis.,AAX,BK,29,36,ATLAS,MOON BSC,,,V,,,,OMI CET,REA,STD,,,,
2456501.506,3.0,,,Vis.,ILE,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456501.58,3.4,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456501.8701,3.2,,,Vis.,AAX,BK,29,36,ATLAS,MOON BSC,,,V,,,,OMI CET,REA,STD,,,,
2456502.8542,3.2,,,Vis.,AAX,K,29,36,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456504.5535,3.4,,,Vis.,LCR,,25,"""36,38""",AAVSO STANDARD,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456504.58,3.2,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456504.75486,3.6,,,Vis.,MDP,BL,35,41,3168dkn,close to rising moon,,,V,,,,OMI CET,RASC,STD,,,,
2456505.486,3.9,,,Vis.,MZS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456505.60486,3.8,,,Vis.,KHL,,36,41,SA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456506.543,3.5,,,Vis.,TOO,,,,39.03,Naked Eye,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456506.56,3.2,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456506.59,3.2,,,Vis.,SBEA,,ALPHACETI25,GAMMACETI36,1/96,,,,V,,,,OMI CET,BAV,STD,,,,
2456506.6,3.3,,,Vis.,SUS,,25,36,960101,,,,V,,,,OMI CET,BAV,STD,,,,
2456506.75972,3.7,,,Vis.,MDP,L,35,41,3168dkn,,,,V,,,,OMI CET,RASC,STD,,,,
2456506.86111,3.4,,,Vis.,KRB,,35,41,8732AVR,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456507.51,3.5,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456507.53472,3.4,,,Vis.,AJV,,25,"""36,41""",aavso standard,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456507.556,3.5,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456507.59,3.3,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456507.88118,-0.287,0.032,,I,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456507.88441,4.558,0.025,,B,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456507.88813,3.378,0.022,,V,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456507.89127,1.863,0.012,,R,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456508.154,3.3,,,Vis.,ONOB,,35,,1428BXZ,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456508.50,3.6,,,Vis.,HCS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456508.52083,3.8,,,Vis.,TTU,,3.8,4.1,A,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456508.5462,3.3,,,Vis.,CSM,,000,,99999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456508.5563,3.5,,,Vis.,LCR,,25,"""36,38""",AAVSO STANDARD,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456508.6,3.6,,,Vis.,REP,,35,41,1-1965,,,,V,,,,OMI CET,AJC,STD,,,,
2456508.8,3.4,,,Vis.,LZT,B,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456508.82361,3.3,,,Vis.,TDB,,35,42,10296BF,,,,V,,,,OMI CET,RASC,STD,,,,
2456509.57,3.6,,,Vis.,PPS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456509.59,3.3,,,Vis.,VOL,,25,35,8588IKN,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456509.6,2.9,,,Vis.,PHG,,25,35,8558W,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456509.7,3.9,,,Vis.,SHS,,36,41,sa1996,,,,V,,,,omi Cet,AAVSO,STD,,,,
2456509.74097,3.75,,,Vis.,MDP,L,35,41,3168dkn,,,,V,,,,OMI CET,RASC,STD,,,,
2456509.9,3.7,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456510.2000,3.4,,,Vis.,SSU,,NA,,NA,,,,V,,,,OMI CET,,STD,,,,
2456510.48,3.6,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456511.147,3.3,,,Vis.,ONOB,,35,,1428BXZ,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456511.56,3.3,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456512.528,3.8,,,Vis.,MTON,,,,39.02,HL; 11x80B,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456512.58,3.2,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456512.587,3.6,,,Vis.,TOO,,,,39.03,Naked Eye,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456513.6,3.6,,,Vis.,VED,,NA,,NA,,,,V,,,,OMI CET,AFOEV,STD,,,,
2456514.1944,3.3,,,Vis.,BJFA,,25,35,Otero chart,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456514.214,3.4,,,Vis.,ONOB,,35,,1428BXZ,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456514.50347,3.6,,,Vis.,AJV,,25,"""36,41""",aavso standard,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456514.5632,3.5,,,Vis.,LCR,,25,"""36,38""",AAVSO STANDARD,,,,V,,,,OMI CET,AASABADELL,STD,,,,
2456514.583,3.8,,,Vis.,WBOA,,NA,,S/B/1965,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456515.73958,3.8,,,Vis.,MDP,L,35,41,3168dkn,,,,V,,,,OMI CET,RASC,STD,,,,
2456515.8514,3.4,,,Vis.,AAX,K,29,35,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456516.2944,3.5,,,Vis.,SSU,,NA,,NA,,,,V,,,,OMI CET,,STD,,,,
2456516.8382,3.5,,,Vis.,AAX,K,29,35,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456517.55208,3.4,,,Vis.,TTU,,3.8,"""3.6, 2.6""",A,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456517.56,3.8,,,Vis.,DRCA,,,,039.03,B50x10,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456517.59,3.8,,,Vis.,HDH,,35,41,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456517.629,3.9,,,Vis.,SJDA,,,,39.03,NE,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456517.8347,3.5,,,Vis.,AAX,K,29,35,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456518.239,3.5,,,Vis.,ONOB,,35,,1428BXZ,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456518.62,3.7,,,Vis.,SBEA,,GAMMACETI36,DELTACETI41,1/96,,,,V,,,,OMI CET,BAV,STD,,,,
2456518.75278,3.6,,,Vis.,KRB,,35,41,8732AVR,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456518.85139,-0.099,,,I,CQJ,,000-BBD-597,,8522ED,,1,,V,6.994,,,OMI CET,AAVSO,STD,,,,
2456518.85486,3.398,,,V,CQJ,,000-BBD-574,000-BBD-551,8522ED,,1,,V,5.540,5.930,,OMI CET,AAVSO,STD,,,,
2456518.85486,4.732,,,B,CQJ,,000-BBD-574,000-BBD-551,8522ED,,1,,V,6.110,6.900,,OMI CET,AAVSO,STD,,,,
2456519.604,3.6,,,Vis.,VOL,,35,41,8588IKN,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456519.78056,3.9,,,Vis.,MRV,,35,41,3540lnb,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456519.8528,3.5,,,Vis.,AAX,K,29,35,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456519.9,3.9,,,Vis.,MOW,,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456520.132,3.5,,,Vis.,ONOB,,35,,1428BXZ,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2456520.2083,3.7,,,Vis.,BJFA,,35,41,Otero chart,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456520.5,3.8,,,Vis.,SUS,,25,36,960101,,,,V,,,,OMI CET,BAV,STD,,,,
2456520.55,3.4,,,Vis.,KSZ,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456521.9,3.9,,,Vis.,LZT,B,NA,,NA,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456522.2847,3.6,,,Vis.,SSU,,NA,,NA,,,,V,,,,OMI CET,,STD,,,,
2456522.3333,3.61,,,Vis.,SASC,,3.5 4.1,2.5 4.1,x17124pl,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456522.456,3.2,,,Vis.,ILE,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456522.55,4.0,,,Vis.,KAF,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456522.58,3.6,,,Vis.,BFO,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456522.6,3.6,,,Vis.,VED,,NA,,NA,,,,V,,,,OMI CET,AFOEV,STD,,,,
2456522.639,4.0,,,Vis.,MTON,U,,,39.02,11x80B,,,V,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2456522.8146,3.4,,,Vis.,AAX,K,29,35,ATLAS,BSC,,,V,,,,OMI CET,REA,STD,,,,
2456522.82014,4.1,,,Vis.,SHA,,3.5,4.1,12531BFP,,,,V,,,,OMI CET,AAVSO,STD,,,,
2456522.84235,4.733,0.027,,B,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456522.85033,3.518,0.023,,V,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456522.85603,1.921,0.013,,R,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456522.86087,-0.152,0.013,,I,SAH,,ENSEMBLE,,3279CKC,,0,,V,,,,OMI CET,AAVSO,STD,,,,
2456523.26389,3.7,,,Vis.,CQS,,35,41,12409AER,,,,V,,,,OMI CET,,STD,,,,
2456523.493,3.8,,,Vis.,MZS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456523.54,3.8,,,Vis.,PPS,,000,,999999,,,,V,,,,OMI CET,MCSE,STD,,,,
2456523.57292,3.7,,,Vis.,RZM,,35,41,1038gbh,,,,V,,,,OMI CET,AAVSO,STD,,,,
